,Nama,Waktu,Ulasan,Label,Cleaning,CaseFolding,slangword,Tokenizing,Stopword_Removal,Stemming,Full_Text_Stemmed
220,Pengangguran's Production,4 tahun lalu,"Tempatnya lumayan besar, tapi nasinya lumayan keras kaya nasi guring. Itulah dampak mayoritas oreng madura yang berawal dari jual nasi guring beralih jualan bebek sinchan/anjay... Wkwkwk jus joke✌",netral,Tempatnya lumayan besar tapi nasinya lumayan keras kaya nasi guring Itulah dampak mayoritas oreng madura yang berawal dari jual nasi guring beralih jualan bebek sinchan anjay Wkwkwk jus joke ,tempatnya lumayan besar tapi nasinya lumayan keras kaya nasi guring itulah dampak mayoritas oreng madura yang berawal dari jual nasi guring beralih jualan bebek sinchan anjay wkwkwk jus joke ,tempatnya lumayan besar tapi nasinya lumayan keras kaya nasi guring itulah dampak mayoritas oreng madura yang berawal dari jual nasi guring beralih jualan bebek sinchan anjay wkwkwk jus joke,"['tempatnya', 'lumayan', 'besar', 'tapi', 'nasinya', 'lumayan', 'keras', 'kaya', 'nasi', 'guring', 'itulah', 'dampak', 'mayoritas', 'oreng', 'madura', 'yang', 'berawal', 'dari', 'jual', 'nasi', 'guring', 'beralih', 'jualan', 'bebek', 'sinchan', 'anjay', 'wkwkwk', 'jus', 'joke']","['tempatnya', 'lumayan', 'nasinya', 'lumayan', 'keras', 'kaya', 'nasi', 'guring', 'dampak', 'mayoritas', 'oreng', 'madura', 'jual', 'nasi', 'guring', 'beralih', 'jualan', 'bebek', 'sinchan', 'anjay', 'wkwkwk', 'jus', 'joke']","['tempatnya', 'lumayan', 'nasinya', 'lumayan', 'kera', 'kaya', 'nasi', 'gure', 'dampak', 'mayorita', 'oreng', 'madura', 'jual', 'nasi', 'gure', 'beralih', 'jualan', 'bebek', 'sinchan', 'anjay', 'wkwkwk', 'ju', 'joke']",tempatnya lumayan nasinya lumayan kera kaya nasi gure dampak mayorita oreng madura jual nasi gure beralih jualan bebek sinchan anjay wkwkwk ju joke
221,Ziezie Marsya,4 tahun lalu,Es jeruknya berasa pahit kyak jeruk sudah mau busuk kurang gula banget alias ciya.es teh juga ciya.untuk ikan bakar saya semalem kurang mateng masih mentah bagian dagingx yg tebal..😏😔😌 …,negatif,Es jeruknya berasa pahit kyak jeruk sudah mau busuk kurang gula banget alias ciya es teh juga ciya untuk ikan bakar saya semalem kurang mateng masih mentah bagian dagingx yg tebal ,es jeruknya berasa pahit kyak jeruk sudah mau busuk kurang gula banget alias ciya es teh juga ciya untuk ikan bakar saya semalem kurang mateng masih mentah bagian dagingx yg tebal ,es jeruknya berasa pahit kyak jeruk sudah mau busuk kurang gula banget alias ciya es teh juga ciya untuk ikan bakar saya semalem kurang mateng masih mentah bagian dagingx yg tebal,"['es', 'jeruknya', 'berasa', 'pahit', 'kyak', 'jeruk', 'sudah', 'mau', 'busuk', 'kurang', 'gula', 'banget', 'alias', 'ciya', 'es', 'teh', 'juga', 'ciya', 'untuk', 'ikan', 'bakar', 'saya', 'semalem', 'kurang', 'mateng', 'masih', 'mentah', 'bagian', 'dagingx', 'yg', 'tebal']","['es', 'jeruknya', 'berasa', 'pahit', 'kyak', 'jeruk', 'busuk', 'gula', 'banget', 'alias', 'ciya', 'es', 'teh', 'ciya', 'ikan', 'bakar', 'semalem', 'mateng', 'mentah', 'dagingx', 'tebal']","['es', 'jeruknya', 'berasa', 'pahit', 'kyak', 'jeruk', 'busuk', 'gula', 'banget', 'alia', 'ciya', 'es', 'teh', 'ciya', 'ikan', 'bakar', 'semalem', 'mateng', 'mentah', 'dagingx', 'tebal']",es jeruknya berasa pahit kyak jeruk busuk gula banget alia ciya es teh ciya ikan bakar semalem mateng mentah dagingx tebal
222,Wari Irawan,2 tahun lalu,Tempat ini sangat cocok untuk menikmati kuliner khas bebek terutama bagi driver tour and travel dimana banyak bonus yang bisa di dapat,positif,Tempat ini sangat cocok untuk menikmati kuliner khas bebek terutama bagi driver tour and travel dimana banyak bonus yang bisa di dapat,tempat ini sangat cocok untuk menikmati kuliner khas bebek terutama bagi driver tour and travel dimana banyak bonus yang bisa di dapat,tempat ini sangat cocok untuk menikmati kuliner khas bebek terutama bagi driver tour and travel dimana banyak bonus yang bisa di dapat,"['tempat', 'ini', 'sangat', 'cocok', 'untuk', 'menikmati', 'kuliner', 'khas', 'bebek', 'terutama', 'bagi', 'driver', 'tour', 'and', 'travel', 'dimana', 'banyak', 'bonus', 'yang', 'bisa', 'di', 'dapat']","['cocok', 'menikmati', 'kuliner', 'khas', 'bebek', 'driver', 'tour', 'and', 'travel', 'bonus']","['cocok', 'menikmati', 'kulin', 'kha', 'bebek', 'driver', 'tour', 'and', 'travel', 'bonu']",cocok menikmati kulin kha bebek driver tour and travel bonu
223,Mohammad Ikhwan,setahun lalu,"Pelayanan lama nunggu sampek 1 jam setengah, malah lebih dulu orang yg baru dateng dari pada yg datang duluan",negatif,Pelayanan lama nunggu sampek jam setengah malah lebih dulu orang yg baru dateng dari pada yg datang duluan,pelayanan lama nunggu sampek jam setengah malah lebih dulu orang yg baru dateng dari pada yg datang duluan,pelayanan lama nunggu sampek jam setengah malah lebih dulu orang yg baru dateng dari pada yg datang duluan,"['pelayanan', 'lama', 'nunggu', 'sampek', 'jam', 'setengah', 'malah', 'lebih', 'dulu', 'orang', 'yg', 'baru', 'dateng', 'dari', 'pada', 'yg', 'datang', 'duluan']","['pelayanan', 'nunggu', 'sampek', 'jam', 'dateng', 'duluan']","['pelayanan', 'nunggu', 'sampek', 'jam', 'dateng', 'duluan']",pelayanan nunggu sampek jam dateng duluan
224,Rudy Santoso,setahun lalu,Dagingnya empuk hanya saja bebeknya termasuk kecil.,netral,Dagingnya empuk hanya saja bebeknya termasuk kecil ,dagingnya empuk hanya saja bebeknya termasuk kecil ,dagingnya empuk hanya saja bebeknya termasuk kecil,"['dagingnya', 'empuk', 'hanya', 'saja', 'bebeknya', 'termasuk', 'kecil']","['dagingnya', 'empuk', 'bebeknya']","['dagingnya', 'empuk', 'bebeknya']",dagingnya empuk bebeknya
225,ammiiyy bhontott,setahun lalu,Bebek nya kebanyakan menyatakan bumbu nya berasa makan minyak🤪 …,negatif,Bebek nya kebanyakan menyatakan bumbu nya berasa makan minyak ,bebek nya kebanyakan menyatakan bumbu nya berasa makan minyak ,bebek nya kebanyakan menyatakan bumbu nya berasa makan minyak,"['bebek', 'nya', 'kebanyakan', 'menyatakan', 'bumbu', 'nya', 'berasa', 'makan', 'minyak']","['bebek', 'nya', 'kebanyakan', 'bumbu', 'nya', 'berasa', 'makan', 'minyak']","['bebek', 'nya', 'kebanyakan', 'bumbu', 'nya', 'berasa', 'makan', 'minyak']",bebek nya kebanyakan bumbu nya berasa makan minyak
226,Ade S. Lesmana (Ale),2 tahun lalu,"Tempat Bersih, pelayanan cepat, makanan lezat, harga wajar, porsi mantab, akses kelokasi bagus. Mau bebek madura ya ke sini aja",positif,Tempat Bersih pelayanan cepat makanan lezat harga wajar porsi mantab akses kelokasi bagus Mau bebek madura ya ke sini aja,tempat bersih pelayanan cepat makanan lezat harga wajar porsi mantab akses kelokasi bagus mau bebek madura ya ke sini aja,tempat bersih pelayanan cepat makanan lezat harga wajar porsi mantab akses kelokasi bagus mau bebek madura ya ke sini aja,"['tempat', 'bersih', 'pelayanan', 'cepat', 'makanan', 'lezat', 'harga', 'wajar', 'porsi', 'mantab', 'akses', 'kelokasi', 'bagus', 'mau', 'bebek', 'madura', 'ya', 'ke', 'sini', 'aja']","['bersih', 'pelayanan', 'cepat', 'makanan', 'lezat', 'harga', 'wajar', 'porsi', 'mantab', 'akses', 'kelokasi', 'bagus', 'bebek', 'madura', 'aja']","['bersih', 'pelayanan', 'cepat', 'makanan', 'lezat', 'harga', 'wajar', 'porsi', 'mantab', 'aks', 'kelokasi', 'bagu', 'bebek', 'madura', 'aja']",bersih pelayanan cepat makanan lezat harga wajar porsi mantab aks kelokasi bagu bebek madura aja
227,Sudjaja Hosein,4 tahun lalu,"Makanan nasi bebek goreng enak, minuman es kelapa muda mantap, harga hampir sama dengan penjual nasi bebek sekitarnya, tempat cukup bersih.",positif,Makanan nasi bebek goreng enak minuman es kelapa muda mantap harga hampir sama dengan penjual nasi bebek sekitarnya tempat cukup bersih ,makanan nasi bebek goreng enak minuman es kelapa muda mantap harga hampir sama dengan penjual nasi bebek sekitarnya tempat cukup bersih ,makanan nasi bebek goreng enak minuman es kelapa muda mantap harga hampir sama dengan penjual nasi bebek sekitarnya tempat cukup bersih,"['makanan', 'nasi', 'bebek', 'goreng', 'enak', 'minuman', 'es', 'kelapa', 'muda', 'mantap', 'harga', 'hampir', 'sama', 'dengan', 'penjual', 'nasi', 'bebek', 'sekitarnya', 'tempat', 'cukup', 'bersih']","['makanan', 'nasi', 'bebek', 'goreng', 'enak', 'minuman', 'es', 'kelapa', 'muda', 'mantap', 'harga', 'penjual', 'nasi', 'bebek', 'bersih']","['makanan', 'nasi', 'bebek', 'goreng', 'enak', 'minuman', 'es', 'kelapa', 'muda', 'mantap', 'harga', 'penjual', 'nasi', 'bebek', 'bersih']",makanan nasi bebek goreng enak minuman es kelapa muda mantap harga penjual nasi bebek bersih
228,Ludfi Djakfar,2 tahun lalu,"Bumbunya lumayan maksnyus...namun, potongan porsi nya tdk pas.tulang tok. Mutu tdk terjamin …",netral,Bumbunya lumayan maksnyus namun potongan porsi nya tdk pas tulang tok Mutu tdk terjamin ,bumbunya lumayan maksnyus namun potongan porsi nya tdk pas tulang tok mutu tdk terjamin ,bumbunya lumayan maksnyus namun potongan porsi nya tdk pas tulang tok mutu tdk terjamin,"['bumbunya', 'lumayan', 'maksnyus', 'namun', 'potongan', 'porsi', 'nya', 'tdk', 'pas', 'tulang', 'tok', 'mutu', 'tdk', 'terjamin']","['bumbunya', 'lumayan', 'maksnyus', 'potongan', 'porsi', 'nya', 'tdk', 'pas', 'tulang', 'tok', 'mutu', 'tdk', 'terjamin']","['bumbunya', 'lumayan', 'maksnyu', 'potongan', 'porsi', 'nya', 'tdk', 'pa', 'tulang', 'tok', 'mutu', 'tdk', 'terjamin']",bumbunya lumayan maksnyu potongan porsi nya tdk pa tulang tok mutu tdk terjamin
229,robi stevanastick,3 tahun lalu,Rasa bebek bakarnya mantep betul,positif,Rasa bebek bakarnya mantep betul,rasa bebek bakarnya mantep betul,rasa bebek bakarnya mantep betul,"['rasa', 'bebek', 'bakarnya', 'mantep', 'betul']","['bebek', 'bakarnya', 'mantep']","['bebek', 'bakarnya', 'mantep']",bebek bakarnya mantep
230,viccrash h,10 bulan lalu,"Ayamnya enk lembut empuk.
Blum cobain bebeknya",positif,Ayamnya enk lembut empuk Blum cobain bebeknya,ayamnya enk lembut empuk blum cobain bebeknya,ayamnya enk lembut empuk blum cobain bebeknya,"['ayamnya', 'enk', 'lembut', 'empuk', 'blum', 'cobain', 'bebeknya']","['ayamnya', 'enk', 'lembut', 'empuk', 'blum', 'cobain', 'bebeknya']","['ayamnya', 'enk', 'lembut', 'empuk', 'blum', 'cobain', 'bebeknya']",ayamnya enk lembut empuk blum cobain bebeknya
231,Annas Arsen,3 tahun lalu,"tempat makan keluarga dgn menu bebek dgn pilihan olahan yg beragam, mulai panggang, goreng dan sate bebek jg ada.. minuman nya jg fresh, tempat parkir luas jg aman",positif,tempat makan keluarga dgn menu bebek dgn pilihan olahan yg beragam mulai panggang goreng dan sate bebek jg ada minuman nya jg fresh tempat parkir luas jg aman,tempat makan keluarga dgn menu bebek dgn pilihan olahan yg beragam mulai panggang goreng dan sate bebek jg ada minuman nya jg fresh tempat parkir luas jg aman,tempat makan keluarga dgn menu bebek dgn pilihan olahan yg beragam mulai panggang goreng dan sate bebek jg ada minuman nya jg fresh tempat parkir luas jg aman,"['tempat', 'makan', 'keluarga', 'dgn', 'menu', 'bebek', 'dgn', 'pilihan', 'olahan', 'yg', 'beragam', 'mulai', 'panggang', 'goreng', 'dan', 'sate', 'bebek', 'jg', 'ada', 'minuman', 'nya', 'jg', 'fresh', 'tempat', 'parkir', 'luas', 'jg', 'aman']","['makan', 'keluarga', 'dgn', 'menu', 'bebek', 'dgn', 'pilihan', 'olahan', 'beragam', 'panggang', 'goreng', 'sate', 'bebek', 'jg', 'minuman', 'nya', 'jg', 'fresh', 'parkir', 'luas', 'jg', 'aman']","['makan', 'keluarga', 'dgn', 'menu', 'bebek', 'dgn', 'pilihan', 'olahan', 'beragam', 'panggang', 'goreng', 'sate', 'bebek', 'jg', 'minuman', 'nya', 'jg', 'fresh', 'parkir', 'lua', 'jg', 'aman']",makan keluarga dgn menu bebek dgn pilihan olahan beragam panggang goreng sate bebek jg minuman nya jg fresh parkir lua jg aman
232,Retna Sari Puji Astuti,3 tahun lalu,"Suka, tapi nasinya terlalu keras, tapi mgkin memang khasnya Madura ya ..
Lalu bungkusnya nunggu ditagih2 dulu ..",netral,Suka tapi nasinya terlalu keras tapi mgkin memang khasnya Madura ya Lalu bungkusnya nunggu ditagih dulu ,suka tapi nasinya terlalu keras tapi mgkin memang khasnya madura ya lalu bungkusnya nunggu ditagih dulu ,suka tapi nasinya terlalu keras tapi mgkin memang khasnya madura ya lalu bungkusnya nunggu ditagih dulu,"['suka', 'tapi', 'nasinya', 'terlalu', 'keras', 'tapi', 'mgkin', 'memang', 'khasnya', 'madura', 'ya', 'lalu', 'bungkusnya', 'nunggu', 'ditagih', 'dulu']","['suka', 'nasinya', 'keras', 'mgkin', 'khasnya', 'madura', 'bungkusnya', 'nunggu', 'ditagih']","['suka', 'nasinya', 'kera', 'mgkin', 'khasnya', 'madura', 'bungkusnya', 'nunggu', 'ditagih']",suka nasinya kera mgkin khasnya madura bungkusnya nunggu ditagih
233,Syahrizal Hoesny (dhiencdhanc),4 tahun lalu,"Pelayanannya kurang sigap, bebek gorengnya ukuran kecil tp nasi putihnya porsi besar. Klo bebeknya ukuran sedang saya kasi * 5. Trims",negatif,Pelayanannya kurang sigap bebek gorengnya ukuran kecil tp nasi putihnya porsi besar Klo bebeknya ukuran sedang saya kasi Trims,pelayanannya kurang sigap bebek gorengnya ukuran kecil tp nasi putihnya porsi besar klo bebeknya ukuran sedang saya kasi trims,pelayanannya kurang sigap bebek gorengnya ukuran kecil tp nasi putihnya porsi besar klo bebeknya ukuran sedang saya kasi trims,"['pelayanannya', 'kurang', 'sigap', 'bebek', 'gorengnya', 'ukuran', 'kecil', 'tp', 'nasi', 'putihnya', 'porsi', 'besar', 'klo', 'bebeknya', 'ukuran', 'sedang', 'saya', 'kasi', 'trims']","['pelayanannya', 'sigap', 'bebek', 'gorengnya', 'ukuran', 'tp', 'nasi', 'putihnya', 'porsi', 'klo', 'bebeknya', 'ukuran', 'kasi', 'trims']","['pelayanannya', 'sigap', 'bebek', 'gorengnya', 'ukuran', 'tp', 'nasi', 'putihnya', 'porsi', 'klo', 'bebeknya', 'ukuran', 'kasi', 'trim']",pelayanannya sigap bebek gorengnya ukuran tp nasi putihnya porsi klo bebeknya ukuran kasi trim
234,Rishi Faomi,2 tahun lalu,"Makanan lumayanlah bahkan biasa aja, toilet dan musholla kotor, sayang sekali",negatif,Makanan lumayanlah bahkan biasa aja toilet dan musholla kotor sayang sekali,makanan lumayanlah bahkan biasa aja toilet dan musholla kotor sayang sekali,makanan lumayanlah bahkan biasa aja toilet dan musholla kotor sayang sekali,"['makanan', 'lumayanlah', 'bahkan', 'biasa', 'aja', 'toilet', 'dan', 'musholla', 'kotor', 'sayang', 'sekali']","['makanan', 'lumayanlah', 'aja', 'toilet', 'musholla', 'kotor', 'sayang']","['makanan', 'lumayanlah', 'aja', 'toilet', 'musholla', 'kotor', 'sayang']",makanan lumayanlah aja toilet musholla kotor sayang
235,jonsi silahoya,5 tahun lalu,"Pelanyanan yang sangat tidak bagus lama nunggu makanannya, rasa kurang enak dengan harga yang lumanyan mahal, berpikir 2 kali yntuk kembali lagi.",negatif,Pelanyanan yang sangat tidak bagus lama nunggu makanannya rasa kurang enak dengan harga yang lumanyan mahal berpikir kali yntuk kembali lagi ,pelanyanan yang sangat tidak bagus lama nunggu makanannya rasa kurang enak dengan harga yang lumanyan mahal berpikir kali yntuk kembali lagi ,pelanyanan yang sangat tidak bagus lama nunggu makanannya rasa kurang enak dengan harga yang lumanyan mahal berpikir kali yntuk kembali lagi,"['pelanyanan', 'yang', 'sangat', 'tidak', 'bagus', 'lama', 'nunggu', 'makanannya', 'rasa', 'kurang', 'enak', 'dengan', 'harga', 'yang', 'lumanyan', 'mahal', 'berpikir', 'kali', 'yntuk', 'kembali', 'lagi']","['pelanyanan', 'bagus', 'nunggu', 'makanannya', 'enak', 'harga', 'lumanyan', 'mahal', 'berpikir', 'yntuk']","['pelanyanan', 'bagu', 'nunggu', 'makanannya', 'enak', 'harga', 'lumanyan', 'mahal', 'berpikir', 'yntuk']",pelanyanan bagu nunggu makanannya enak harga lumanyan mahal berpikir yntuk
236,Zhen Basyir,3 tahun lalu,"Sudah lama tidak pernah kesini, dan sekalinya pas makan ke tempat ini lagi rasanya tambah Uenakk, mantep dahh, puas syekaleee🤤👍🏻 …",positif,Sudah lama tidak pernah kesini dan sekalinya pas makan ke tempat ini lagi rasanya tambah Uenakk mantep dahh puas syekalee ,sudah lama tidak pernah kesini dan sekalinya pas makan ke tempat ini lagi rasanya tambah uenakk mantep dahh puas syekalee ,sudah lama tidak pernah kesini dan sekalinya pas makan ke tempat ini lagi rasanya tambah uenakk mantep dahh puas syekalee,"['sudah', 'lama', 'tidak', 'pernah', 'kesini', 'dan', 'sekalinya', 'pas', 'makan', 'ke', 'tempat', 'ini', 'lagi', 'rasanya', 'tambah', 'uenakk', 'mantep', 'dahh', 'puas', 'syekalee']","['kesini', 'sekalinya', 'pas', 'makan', 'uenakk', 'mantep', 'dahh', 'puas', 'syekalee']","['kesini', 'sekalinya', 'pa', 'makan', 'uenakk', 'mantep', 'dahh', 'pua', 'syekale']",kesini sekalinya pa makan uenakk mantep dahh pua syekale
237,nimas al fatikha hidayati,4 tahun lalu,"Ayam gorengnya dingin, mbak mbak nya dibilangin ndak respon.
Yang nyari tempat enak dan nyaman ya disini tapi kalau makanannnya ndak rekomen sama sekali.
Lebih enak di warung seroja",netral,Ayam gorengnya dingin mbak mbak nya dibilangin ndak respon Yang nyari tempat enak dan nyaman ya disini tapi kalau makanannya ndak rekomen sama sekali Lebih enak di warung seroja,ayam gorengnya dingin mbak mbak nya dibilangin ndak respon yang nyari tempat enak dan nyaman ya disini tapi kalau makanannya ndak rekomen sama sekali lebih enak di warung seroja,ayam gorengnya dingin mbak mbak nya dibilangin ndak respon yang nyari tempat enak dan nyaman ya disini tapi kalau makanannya ndak rekomen sama sekali lebih enak di warung seroja,"['ayam', 'gorengnya', 'dingin', 'mbak', 'mbak', 'nya', 'dibilangin', 'ndak', 'respon', 'yang', 'nyari', 'tempat', 'enak', 'dan', 'nyaman', 'ya', 'disini', 'tapi', 'kalau', 'makanannya', 'ndak', 'rekomen', 'sama', 'sekali', 'lebih', 'enak', 'di', 'warung', 'seroja']","['ayam', 'gorengnya', 'dingin', 'mbak', 'mbak', 'nya', 'dibilangin', 'ndak', 'respon', 'nyari', 'enak', 'nyaman', 'makanannya', 'ndak', 'rekomen', 'enak', 'warung', 'seroja']","['ayam', 'gorengnya', 'dingin', 'mbak', 'mbak', 'nya', 'dibilangin', 'ndak', 'respon', 'nyari', 'enak', 'nyaman', 'makanannya', 'ndak', 'rekomen', 'enak', 'warung', 'seroja']",ayam gorengnya dingin mbak mbak nya dibilangin ndak respon nyari enak nyaman makanannya ndak rekomen enak warung seroja
238,Noto Prayet,4 tahun lalu,Cocok buat makan dgn keluarga besar atau menjamu relasi.. ada tempat nyaman juga di lantai dua..sambal pencetnya jooss,positif,Cocok buat makan dgn keluarga besar atau menjamu relasi ada tempat nyaman juga di lantai dua sambal pencetnya jooss,cocok buat makan dgn keluarga besar atau menjamu relasi ada tempat nyaman juga di lantai dua sambal pencetnya jooss,cocok buat makan dgn keluarga besar atau menjamu relasi ada tempat nyaman juga di lantai dua sambal pencetnya jooss,"['cocok', 'buat', 'makan', 'dgn', 'keluarga', 'besar', 'atau', 'menjamu', 'relasi', 'ada', 'tempat', 'nyaman', 'juga', 'di', 'lantai', 'dua', 'sambal', 'pencetnya', 'jooss']","['cocok', 'makan', 'dgn', 'keluarga', 'menjamu', 'relasi', 'nyaman', 'lantai', 'sambal', 'pencetnya', 'jooss']","['cocok', 'makan', 'dgn', 'keluarga', 'menjamu', 'relasi', 'nyaman', 'lantai', 'sambal', 'pencetnya', 'jooss']",cocok makan dgn keluarga menjamu relasi nyaman lantai sambal pencetnya jooss
239,Agus Setijabudi,3 tahun lalu,"Makanan favorit bebek goreng dan nasi rawon, tempat nyaman luas, tempat parkir juga luas, mungkin yg perlu peningkatan di tempat buang air kecil",netral,Makanan favorit bebek goreng dan nasi rawon tempat nyaman luas tempat parkir juga luas mungkin yg perlu peningkatan di tempat buang air kecil,makanan favorit bebek goreng dan nasi rawon tempat nyaman luas tempat parkir juga luas mungkin yg perlu peningkatan di tempat buang air kecil,makanan favorit bebek goreng dan nasi rawon tempat nyaman luas tempat parkir juga luas mungkin yg perlu peningkatan di tempat buang air kecil,"['makanan', 'favorit', 'bebek', 'goreng', 'dan', 'nasi', 'rawon', 'tempat', 'nyaman', 'luas', 'tempat', 'parkir', 'juga', 'luas', 'mungkin', 'yg', 'perlu', 'peningkatan', 'di', 'tempat', 'buang', 'air', 'kecil']","['makanan', 'favorit', 'bebek', 'goreng', 'nasi', 'rawon', 'nyaman', 'luas', 'parkir', 'luas', 'peningkatan', 'buang', 'air']","['makanan', 'favorit', 'bebek', 'goreng', 'nasi', 'rawon', 'nyaman', 'lua', 'parkir', 'lua', 'peningkatan', 'buang', 'air']",makanan favorit bebek goreng nasi rawon nyaman lua parkir lua peningkatan buang air
240,raden Fahma,3 tahun lalu,"Tempat yg nyaman dg menu beragam juga rasa yg benar benar mak nyuss, pelayananannya juga oke banget",positif,Tempat yg nyaman dg menu beragam juga rasa yg benar benar mak nyuss pelayananannya juga oke banget,tempat yg nyaman dg menu beragam juga rasa yg benar benar mak nyuss pelayananannya juga oke banget,tempat yg nyaman dg menu beragam juga rasa yg benar benar mak nyuss pelayananannya juga oke banget,"['tempat', 'yg', 'nyaman', 'dg', 'menu', 'beragam', 'juga', 'rasa', 'yg', 'benar', 'benar', 'mak', 'nyuss', 'pelayananannya', 'juga', 'oke', 'banget']","['nyaman', 'dg', 'menu', 'beragam', 'mak', 'nyuss', 'pelayananannya', 'oke', 'banget']","['nyaman', 'dg', 'menu', 'beragam', 'mak', 'nyuss', 'pelayananannya', 'oke', 'banget']",nyaman dg menu beragam mak nyuss pelayananannya oke banget
